symbol,cohort,asof,days_to_2x,peak_mult,rsi,rsi_z,r20,r20_z,r5,r60,dvol,off52,vs50,vs200,dlv10,vol_asym,adv_cr,close
RAMCOSYS,DOUBLER,2026-04-01,61.0,2.66,34.470509613571096,-1.036042366852969,-0.16570969223702336,-1.113376543058706,-0.04344963791968404,-0.316106561235056,0.03328057687964203,-0.4485768500948767,-0.19074204443177067,-0.2551193244501314,1.1766088445535794,0.9801606106319156,5.4963,363.25
SBCL,DOUBLER,2026-04-02,91.0,2.64,48.27727337575828,0.06703905900079173,-0.04226503210741395,-0.3116200812134178,0.0772160210111621,-0.04460750058234342,0.03032779033218462,-0.3169289699392124,-0.0706563977767356,-0.14558624938611475,0.9265785223203544,0.877466870504485,9.26945,410.15
STALLION,DOUBLER,2026-04-01,75.0,2.61,37.93877757205431,-0.8989154937054693,-0.09911578947368416,-0.5764644534602419,-0.032818009221589284,-0.6774796502864033,0.038446367607990146,-0.7418124773742005,-0.24424494432505517,,0.9006612980323888,0.7497493794530314,15.49147,106.98
UNIVCABLES,DOUBLER,2026-04-02,57.0,2.59,51.479626600797864,-0.008963620443811694,-0.006808258713831172,-0.03371998810513203,-0.007836179492866191,-0.224309328401341,0.0451474930687025,-0.3135740589198036,-0.012072138387927978,-0.11096626196123349,0.9417633357946171,1.4205119879472132,6.233040000000002,671.05
SKYGOLD,DOUBLER,2026-04-01,80.0,2.57,50.68660934331589,0.10407095057664997,0.013047390521895741,0.0923550480065276,0.008208955223880654,-0.03015075376884424,0.03158988356963798,-0.12329656067488648,0.0003613444382577491,0.045987850746592285,1.1155733765073492,0.9909621118763314,19.76592,337.75
IOLCP,DOUBLER,2026-04-02,68.0,2.53,56.25557386784822,0.7104447239129343,0.09043453724604977,0.5223755596340599,-0.016541544725792057,-0.03181761242640602,0.038711185672155805,-0.3555407320937213,0.05012160160867385,-0.12703656642665528,0.8052757392923023,1.5231178609497886,13.892515,77.29
AVALON,DOUBLER,2026-04-01,92.0,2.51,48.462466020917,-0.19378205206813617,-0.009567607569510472,-0.06449761531050063,-0.03417525773195873,0.00649978513107019,0.033169940941962094,-0.25219508301404847,-0.01807060332819399,-0.012575863732623427,1.0199463284710868,1.254093703241698,13.9033,936.85
AEGISLOG,DOUBLER,2026-04-07,59.0,2.48,36.92246021508802,-0.9386142247125122,-0.09027616616384315,-0.8464628506720898,-0.017790027562014532,-0.18812564722126335,0.023847903558926464,-0.3326902343528344,-0.10617514406845363,-0.1896598948831777,1.0459433200621189,0.796328723747037,63.85308,588.0
PARAS,DOUBLER,2026-04-02,54.0,2.48,48.73757622464854,0.03321698262956501,-0.11378372725371266,-0.680465399614578,-0.009506740434816474,-0.07831194257124208,0.037390313896446085,-0.3192480719794345,-0.025841151792817096,-0.08634214118389527,1.1309962658867776,1.647382445407119,103.735295,635.55
SHILPAMED,DOUBLER,2026-04-01,90.0,2.45,70.6083585214615,1.6989952854673276,0.18688628444726008,1.2900575119554907,0.08514335360556036,0.17774634606317785,0.03239316326703837,-0.23980523432744982,0.16949025580843724,0.07093133799609097,0.8902607417906714,2.5475793853114164,37.36487,374.7
JNKINDIA,DOUBLER,2026-04-01,49.0,2.43,49.499542812331775,0.6050931652535791,0.02611490558457219,0.1470225944931788,-0.009693679720822024,-0.015378025273077633,0.03971818366720603,-0.3939889269707355,-0.01388099989875402,-0.15498720588281256,0.9294673896449546,0.5965110678277369,12.60763,229.86
SASKEN,DOUBLER,2026-04-01,43.0,2.43,50.91770709631872,0.5627288703851583,0.0139024174267246,0.06616177924683936,0.007922535211267512,-0.23401123896173404,0.04698596496589678,-0.2719526928212628,-0.028475427640510365,-0.15527019180899804,0.7480697672632697,1.133059762168092,5.31178,1145.0
MTARTECH,DOUBLER,2026-04-02,30.0,2.42,52.82459117349232,-0.28617066933715546,-0.0008381527114240672,-0.005775314723615696,0.005821802227472306,0.4205195424213537,0.03245132997871737,-0.060549542923190036,0.03736040609137059,0.5092821931035472,1.082784718303612,1.2012460004166865,122.982865,3576.3
BALAMINES,DOUBLER,2026-04-01,44.0,2.41,46.92794742661713,0.20955266248617385,-0.03158194233687406,-0.1942557469118692,-0.03624351109013679,-0.04614666043904714,0.03635381246083178,-0.4669555230737106,-0.05411138716125974,-0.23351170018754963,1.00049359239352,1.3136214621362758,13.06952,1021.1
BLISSGVS,DOUBLER,2026-04-01,46.0,2.41,59.8525337902001,0.5295418630967906,0.06395807244561946,0.31648719069680054,0.023741520885397938,0.22910415773681958,0.045188115633808215,-0.007785467128027634,0.11767554668171187,0.34305044577097177,1.0068352124922153,2.4927519052614096,51.54161,229.4
SPARC,DOUBLER,2026-04-01,39.0,2.4,48.592869143509155,0.39066755734704917,-0.025350287519235404,-0.10573897972426198,-0.08451882845188274,-0.12727536442091514,0.05360839142763964,-0.3938752896141835,-0.04875881759630174,-0.12685173965757557,0.6567321382272421,1.451408317722147,33.02017,120.34
RUBICON,DOUBLER,2026-04-02,81.0,2.39,51.87669875304493,-0.24650490889046034,0.031002594637748793,0.3466828896522573,0.001615822130299982,0.1558887148504513,0.019996345697479503,-0.030407307764499736,0.018304110013904085,,1.185629520373645,0.9086660554233322,13.778965,774.85
KSHINTL,DOUBLER,2026-04-01,54.0,2.38,62.83666495555385,,0.22539288668320934,1.6064235612474276,-0.030326169957456184,0.15621748178980233,0.03137365688767659,-0.030326169957456184,0.15382818097799578,,0.8361103978789304,1.2579931123531103,13.444285,444.45
APOLLO,DOUBLER,2026-04-01,38.0,2.38,43.83561071948235,-0.5222655892248818,-0.0767308055083945,-0.4536454491061367,-0.009611979561895967,-0.25349857006673016,0.03782145228683711,-0.4307356789764466,-0.11933292966989262,-0.20032482081140657,1.1198184288350175,1.1116678902322825,125.18893,195.77
MARINE,DOUBLER,2026-04-01,92.0,2.33,46.993839110024794,-0.019390617064480944,-0.05534234384559755,-0.3004980048931771,0.0004123225540437758,-0.20713318705942763,0.04118138585210055,-0.3276326207442597,-0.06481332607972645,-0.16418166056887706,1.0926238435060207,1.23805444646968,7.356275,169.84
BBOX,DOUBLER,2026-04-07,29.0,2.31,42.963934540155066,-0.7734908251269732,-0.07619980411361404,-0.6269400381257789,0.05467963770546813,-0.08666602110971244,0.027177709431284603,-0.20405063291139236,-0.07576348481849404,-0.05709512922455262,0.9994027878768319,1.0879548854823553,16.24869,471.6
DEEDEV,DOUBLER,2026-04-01,42.0,2.63,56.96614753730848,0.7017673525991722,0.1080459770114941,0.5063653750246178,0.03972676613338133,0.3861196319018405,0.047712217542784145,-0.10339482250813836,0.16374054863204157,0.127539888867922,1.6374903710023638,1.3151525579256165,72.792885,289.2
CPPLUS,DOUBLER,2026-04-01,47.0,2.29,61.98575951333224,0.8436708374381064,0.062051373316722946,0.49238588284367807,-0.010555985409528068,0.27750820607963456,0.028179339349064882,-0.019550930996714122,0.12199071723928756,,0.9372288597649095,1.3275983230508808,58.25139,1790.3
STLTECH,DOUBLER,2026-04-02,25.0,2.28,51.33141567343297,-0.19987191104086102,0.02477957701838296,0.11113363698468973,-0.07683123085708343,0.8406997205258255,0.049857828979743744,-0.11456881099382588,0.12049530391300678,0.4336989804556428,1.0823257335543512,1.1241709920969163,150.90669,177.83
SHADOWFAX,DOUBLER,2026-04-02,64.0,2.28,46.1362161154522,,-0.05696559503666099,-0.592393042468472,0.0004273869561501886,,0.021502437359817217,,,,0.9809820165031665,0.8744856835406103,11.0781,117.04
MANINDS,DOUBLER,2026-04-01,101.0,2.26,42.13491005796408,-0.6581448388794596,-0.14241600790513842,-0.832522699339669,0.0037588549949398864,-0.09443067692709028,0.038251434466906785,-0.28378378378378377,-0.08964319992447567,-0.13827181486062246,1.213997631863542,1.6302080626303854,23.60786,347.15
IDEAFORGE,DOUBLER,2026-04-01,24.0,2.26,43.60646911490085,-0.3331929647193717,-0.13481040564373903,-0.7659573000430961,-0.029909776294648416,-0.16985721840296142,0.03935535715590949,-0.3805051302288871,-0.06428746843803135,-0.16859186005989024,1.2787565827494343,4.310577017340887,55.343905,392.45
VIDYAWIRES,DOUBLER,2026-04-02,39.0,2.24,51.33972949755627,,-0.0022878932316492406,-0.01580601201661806,-0.0141296156744537,0.043053617699820634,0.03236670189704182,-0.06386404293381043,0.04173302331507189,,0.991639899989381,1.0436613359065576,10.839155,52.33
RRKABEL,DOUBLER,2026-04-07,80.0,2.24,40.49228575793812,-1.098525940432617,-0.09192085737840061,-0.8128279998602346,0.021957631049945858,-0.1202076677316295,0.02528718076684238,-0.15410213746320234,-0.06465738070100446,-0.030712083430038617,0.9953786566636614,0.8854148767276065,17.771065,1321.8
AEQUS,DOUBLER,2026-04-01,64.0,2.23,43.54023261414633,,-0.09956043956043958,-0.7153865830009656,0.014527445315724252,-0.12556915196357432,0.031119385800194927,-0.226007556675063,-0.07956301896739726,,1.074484732623255,2.4539018580308265,14.930185,122.91
WEL,DOUBLER,2026-04-07,101.0,2.22,9.82378775623657,-2.8833882885139035,-0.44107913669064747,-1.7468201377399009,-0.19022305607671464,-0.46667124322097886,0.05646161913231078,-0.5724976613657624,-0.40772601553375565,-0.4751915003855508,0.6537965288073421,,68.755025,77.69
TFCILTD,DOUBLER,2026-04-02,99.0,2.22,44.927835724007004,-0.8436205880286134,-0.056204379562043716,-0.5201274269841512,-0.009195402298850519,-0.03866171003717467,0.024162696834243106,-0.17485641352903625,-0.04634483816626789,-0.011674773277581485,1.003575794039844,0.9463916328295638,45.861995,64.65
AMAGI,DOUBLER,2026-04-06,78.0,2.21,30.940350744490786,,-0.16635956830744936,-2.247220653490398,-0.028974398282998637,,0.016553394650640874,,-0.1385149379388011,,1.0639277096038617,0.6625899472516815,6.41463,316.7
GRWRHITECH,DOUBLER,2026-04-01,88.0,2.21,46.65933367805666,-0.0670377150747173,-0.09142198039166516,-0.5263982421372447,-0.01089152153736972,0.13532397543551822,0.03883481106688753,-0.22182372648397897,-0.05016472374433523,0.038797443242412744,0.9955773569080162,0.8539884604301468,19.1305,3623.5
WALCHANNAG,DOUBLER,2026-04-01,56.0,2.2,42.43169066250735,-0.2803571126990867,-0.10842249315750174,-0.7082788117931138,0.009366197183098723,-0.21039003966505065,0.03422946740089632,-0.46075996990218204,-0.12459430109851699,-0.20753792710322017,1.1022490851710331,1.16825853573462,9.455155,143.33
RATEGAIN,DOUBLER,2026-04-01,67.0,2.19,45.96531334571433,-0.3632324702767093,0.003556857411863179,0.02000332457920693,-0.032378454710510374,-0.300801749271137,0.03976026548840494,-0.3359867100436077,-0.10353837412718114,-0.17678345706324605,1.0379260004867872,1.0991898840205725,16.978595,479.65
RAIN,DOUBLER,2026-04-07,75.0,2.19,39.75260057117589,-0.507012771567396,-0.0852051388313303,-0.5844499494795632,0.03643534604188203,-0.2147837222538418,0.03259893899021095,-0.3569680727103238,-0.17873842554698693,-0.18487231734219767,0.9296064760949477,0.7707585265691668,40.173235,110.37
EXICOM,DOUBLER,2026-04-01,42.0,2.18,44.41999604612965,0.34509968293463156,-0.057811269823417,-0.33263518920630875,-0.012728344136711867,-0.26742457367730654,0.038862373370415176,-0.601323053493242,-0.09487741893658641,-0.3526662815789626,0.9771578550315441,1.773983912563466,5.558495,83.77
ORCHPHARMA,DOUBLER,2026-04-07,50.0,2.18,43.445478907641125,-0.18067937440584275,0.017368266117162134,0.10771127697229917,0.07451549383355793,-0.2979414951245938,0.03605622807653532,-0.4054704971615345,-0.12615909500828493,-0.2776158815813997,0.8125132770462369,0.7653068072100321,5.492315,518.4
ASTRAMICRO,DOUBLER,2026-04-01,66.0,2.18,43.436372476847446,-0.4965790239544445,-0.09883983727587764,-0.8257807068301718,-0.02239293886891147,-0.09167763490938552,0.026764078308665666,-0.23880027150856942,-0.045443953946381566,-0.09578969992443509,1.0066505402005088,1.0350851467675504,42.913855,897.15
AEROFLEX,DOUBLER,2026-04-07,50.0,2.16,55.24986985743069,0.2232040166596964,0.11433625107714618,0.5835950120604513,0.029066845367733185,0.36750709634329604,0.043808398704151305,-0.03703703703703709,0.11307622193752276,0.2670460757154143,1.0524759378202015,1.1901568479003286,59.380895,245.7
RATNAVEER,DOUBLER,2026-04-01,102.0,2.15,46.7345172369308,-0.350543091139914,-0.018477720133608044,-0.11271988313845596,-0.018059011731247687,-0.10434500648508416,0.03665496905919703,-0.19605332091507066,-0.053831124167280864,-0.07878763623751006,1.033479730489968,1.5743332565095915,9.610875,138.11
UNIMECH,DOUBLER,2026-04-01,92.0,2.15,35.4632882729685,-1.033586749801753,-0.14683171234895365,-1.0268596844265427,-0.08066565040650409,-0.20244655058408634,0.03197376380087524,-0.4698556882279685,-0.16109872072481446,-0.25336967615154715,0.8914988892637359,1.474913120541215,10.736345,723.7
QUESS,DOUBLER,2026-04-01,105.0,2.14,42.47983429875296,0.4716588614274961,-0.06402633255468249,-0.5497165970105594,-0.001981318992357761,-0.202406804198335,0.02604382562230111,-0.4499219968798751,-0.0921861064825017,-0.2554246201894803,0.9283752605141851,0.8021901798168793,5.106575,176.3
